Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
2016-12-01,3,85.9494985489893,8.0,8.5,19,61.0
2016-12-02,3,77.2714433251357,0.0,3.625,8,0.0
2016-12-03,3,106.214827776906,4.0,-0.75,6,49.0
2016-12-06,3,70.1343151458493,7.0,6.25,5,61.0
2016-12-07,3,85.2212886860415,7.0,4.5,10,61.0
2016-12-08,3,85.9084157115656,8.0,8.625,12,10.0
2016-12-09,3,81.3562481298833,7.0,8.875,13,20.0
2016-12-10,3,101.293319783939,7.0,9.5,10,61.0
2016-12-12,3,77.6737672684405,7.0,4.875,4,61.0
2016-12-13,3,96.7761934509133,7.0,6.285714,5,10.0
2016-12-14,3,37.7392454247434,7.0,4.625,6,45.0
2016-12-15,3,73.6976971614453,7.0,0.0,8,49.0
2016-12-16,3,81.0877267943151,8.0,-1.0,5,10.0
2016-12-18,3,174.728998356701,7.0,7.0,8,0.0
2016-12-19,3,86.5548623487554,8.0,5.75,4,0.0
2016-12-20,3,62.3552365841189,8.0,1.5,7,10.0
2016-12-21,3,101.434261871418,6.0,3.625,10,10.0
2016-12-22,3,74.3581509870598,7.0,5.25,8,61.0
2016-12-23,3,100.734575177249,7.0,6.375,9,10.0
2016-12-24,3,77.6179363690156,6.0,6.125,14,95.0
2016-12-28,3,137.541974900339,4.0,7.125,12,0.0
2016-12-29,3,128.192786610977,3.0,3.75,11,10.0
2016-12-30,3,131.355693828947,4.0,1.75,10,10.0
2016-12-31,3,158.239302804042,7.0,4.875,13,28.0
2017-01-02,3,93.0351063272558,3.0,1.625,8,0.0
2017-01-03,3,80.7863564731785,7.0,6.0,16,61.0
2017-01-04,3,78.2861734025078,4.0,4.0,19,20.0
2017-01-05,3,106.740128482748,4.0,-2.875,15,0.0
2017-01-07,3,75.5002630311797,8.0,-0.5,11,71.0
2017-01-08,3,131.287627179758,8.0,2.25,4,10.0
2017-01-09,3,73.1420980887895,8.0,2.5,6,20.0
2017-01-10,3,70.6114048326199,7.0,2.625,9,10.0
2017-01-11,3,62.0305965135655,7.0,4.625,15,61.0
2017-01-12,3,85.5837742718517,4.0,4.5,16,61.0
2017-01-13,3,79.7615363372838,3.0,3.125,7,61.0
2017-01-14,3,92.8889849290192,2.0,1.75,10,61.0
2017-01-15,3,128.991720245868,5.0,1.375,10,71.0
2017-01-16,3,88.4798588855233,0.0,0.25,9,0.0
2017-01-17,3,77.108394146931,7.0,0.5,4,10.0
2017-01-18,3,71.9438809937912,7.0,0.125,8,20.0
2017-01-19,3,80.7312120582498,8.0,1.5,8,61.0
2017-01-20,3,75.0514615596861,8.0,3.625,5,21.0
2017-01-21,3,90.1864250970913,7.0,5.75,5,10.0
2017-01-22,3,147.203478885503,8.0,1.375,5,10.0
2017-01-23,3,75.9711931108962,7.0,1.125,8,10.0
2017-01-24,3,71.6836626592104,7.0,1.875,8,45.0
2017-01-25,3,63.1089282766633,7.0,-1.25,6,49.0
2017-01-26,3,57.7648589403956,6.0,1.0,7,10.0
2017-01-27,3,88.9693164758223,0.0,2.142857,7,5.0
2017-01-28,3,109.069741792424,1.0,2.875,5,5.0
2017-01-29,3,137.21086624229,7.0,4.75,8,61.0
2017-01-30,3,87.292602098661,7.0,2.625,13,61.0
2017-01-31,3,97.6009704783781,7.0,3.125,15,10.0
2017-02-01,3,58.2224524882749,7.0,1.125,8,20.0
2017-02-02,3,54.3967685635611,7.0,1.75,6,61.0
2017-02-03,3,83.3749446533499,7.0,1.625,6,45.0
2017-02-04,3,97.3650366684813,7.0,5.75,6,61.0
2017-02-05,3,126.842276780996,8.0,2.0,10,61.0
2017-02-06,3,91.3622676641499,7.0,2.5,12,61.0
2017-02-07,3,89.252680922547,7.0,0.0,12,77.0
2017-02-08,3,100.810504587999,8.0,-2.0,8,77.0
2017-02-09,3,107.639984783785,8.0,-2.125,11,22.0
2017-02-10,3,90.3208657475892,7.0,-1.75,16,10.0
2017-02-11,3,107.677440690871,7.0,0.0,17,0.0
2017-02-12,3,132.993031450996,8.0,0.375,17,10.0
2017-02-13,3,78.6151404289983,0.0,-0.25,10,10.0
2017-02-14,3,74.0592957059607,2.0,-0.75,8,49.0
2017-02-15,3,98.7987630293648,0.0,5.875,4,5.0
2017-02-16,3,88.6343385040749,7.0,6.25,10,61.0
2017-02-17,3,72.4603237114376,7.0,6.0,9,61.0
2017-02-18,3,110.173674444994,7.0,4.625,12,20.0
2017-02-19,3,143.24278246555,7.0,5.625,8,61.0
2017-02-20,3,71.0356451081313,7.0,8.0,16,61.0
2017-02-22,3,71.2165459705098,6.0,7.375,20,61.0
2017-02-23,3,64.732366279063,7.0,4.375,22,63.0
2017-02-24,3,99.2841701711762,1.0,4.125,15,21.0
2017-02-25,3,114.169995993508,7.0,3.375,12,61.0
2017-02-26,3,158.09736357214,7.0,7.5,11,61.0
2017-02-28,3,55.6773803478843,6.0,6.0,15,21.0
2017-03-01,3,81.196753748226,6.0,5.0,14,63.0
2017-03-02,3,93.1703797209382,3.0,6.5,16,21.0
2017-03-03,3,102.152065009225,2.0,8.375,10,0.0
2017-03-04,3,106.326572981857,6.0,9.125,5,5.0
2017-03-05,3,135.958950858257,7.0,7.375,12,61.0
2017-03-06,3,86.9960424642728,8.0,3.75,17,0.0
2017-03-07,3,83.4283849697076,7.0,1.75,7,20.0
2017-03-08,3,82.5934194590142,6.0,5.75,9,61.0
2017-03-09,3,71.3137895523492,7.0,7.375,8,21.0
2017-03-10,3,85.9999360805292,4.0,8.75,16,0.0
2017-03-11,3,108.418382637731,2.0,7.75,9,0.0
2017-03-13,3,97.5939745535462,7.0,6.625,7,5.0
2017-03-14,3,83.7407885397308,6.0,10.5,13,0.0
2017-03-15,3,64.5780317895003,0.0,9.25,16,5.0
2017-03-17,3,82.3548698176422,6.0,6.75,18,63.0
2017-03-18,3,102.87506239681,5.0,6.875,22,21.0
2017-03-19,3,109.641199449158,8.0,3.875,9,79.0
2017-03-20,3,73.0242608684537,7.0,10.25,8,61.0
2017-03-21,3,92.1372741343699,5.0,8.75,20,21.0
2017-03-22,3,101.654984780132,0.0,10.75,11,0.0
2017-03-24,3,92.3970924998567,0.0,10.5,7,0.0
2017-03-25,3,142.808942965401,3.0,9.875,12,0.0
2017-03-26,3,147.749370577668,3.0,9.375,7,0.0
2017-03-27,3,105.119114588585,0.0,12.5,11,10.0
2017-03-28,3,141.684536419139,0.0,13.875,7,0.0
2017-03-29,3,115.381551439348,8.0,10.0,13,21.0
2017-03-30,3,115.063014487946,7.0,16.0,12,61.0
2017-04-01,3,211.755833640533,2.0,15.75,7,0.0
2017-04-02,3,188.064263906535,2.0,13.375,13,0.0
2017-04-04,3,144.48225784655,2.0,12.625,8,0.0
2017-04-05,3,94.3263408382335,5.0,9.875,18,21.0
2017-04-06,3,118.869514113661,6.0,10.0,17,0.0
2017-04-07,3,128.841093710239,6.0,11.125,18,20.0
2017-04-09,3,207.685117628376,0.0,16.0,9,5.0
2017-04-10,3,180.185219117576,7.0,9.5,19,21.0
2017-04-11,3,178.857217552131,5.0,8.75,18,21.0
2017-04-12,3,140.537089366937,7.0,8.75,13,61.0
2017-04-13,3,238.93565386119,7.0,9.0,18,61.0
2017-04-15,3,355.356015292507,6.0,8.125,23,63.0
2017-04-16,3,208.028073939397,7.0,6.875,7,61.0
2017-04-17,3,220.822836970653,6.0,6.25,10,61.0
2017-04-19,3,166.270946808251,0.0,6.375,10,0.0
2017-04-21,3,172.182312895265,7.0,11.875,19,61.0
2017-04-22,3,142.250829321991,5.0,7.5,21,61.0
2017-04-23,3,128.011118638722,4.0,7.875,20,21.0
2017-04-24,3,110.815677841066,7.0,8.875,17,63.0
2017-04-25,3,90.8424805388247,5.0,5.5,15,69.0
2017-04-26,3,91.9799340844463,6.0,7.625,7,61.0
2017-04-27,3,86.5414452917236,6.0,8.625,13,61.0
2017-04-28,3,91.6206157973301,7.0,8.625,10,61.0
2017-04-29,3,142.668665736822,4.0,7.125,9,61.0
2017-04-30,3,263.074963178365,1.0,11.875,12,0.0
2017-05-02,3,121.933716606701,2.0,10.875,21,5.0
2017-05-03,3,119.106872435795,3.0,11.25,20,5.0
2017-05-05,3,78.6283508592188,7.0,8.25,15,61.0
2017-05-06,3,187.893403457783,7.0,11.0,7,0.0
2017-05-07,3,199.339353285128,0.0,17.125,9,0.0
2017-05-08,3,93.5346324124759,1.0,9.75,19,5.0
2017-05-10,3,119.911954666173,7.0,9.25,11,61.0
2017-05-12,3,126.143339639084,7.0,12.75,13,61.0
2017-05-13,3,209.808530503879,6.0,17.875,6,21.0
2017-05-14,3,243.839147660595,2.0,18.75,12,0.0
2017-05-15,3,128.732413284614,3.0,17.375,9,0.0
2017-05-16,3,124.651715960501,7.0,14.125,8,61.0
2017-05-19,3,122.084205270661,6.0,17.375,7,21.0
2017-05-23,3,110.225477848188,4.0,22.125,15,95.0
2017-05-24,3,133.616732956026,3.0,17.125,18,0.0
2017-05-26,3,214.844989934608,0.0,20.75,6,0.0
2017-05-28,3,258.875202728905,1.0,22.375,14,61.0
2017-05-29,3,143.870005518646,5.0,18.75,7,0.0
2017-05-30,3,99.5288254799332,6.0,20.5,14,5.0
2017-05-31,3,137.596314089354,5.0,15.5,18,5.0
2017-06-01,3,131.185928554762,0.0,17.375,12,5.0
2017-06-03,3,202.327403612151,7.0,17.5,5,61.0
2017-06-04,3,213.121898505059,5.0,17.125,14,61.0
2017-06-05,3,300.22343502337,1.0,20.125,9,0.0
2017-06-06,3,140.565536536744,4.0,21.625,10,61.0
2017-06-07,3,162.153139309064,7.0,12.25,14,63.0
2017-06-08,3,118.536762094212,7.0,14.875,8,61.0
2017-06-09,3,163.069676294977,6.0,20.25,14,95.0
2017-06-10,3,210.975177421469,5.0,19.25,10,0.0
2017-06-12,3,133.14564353779,7.0,16.25,16,61.0
2017-06-13,3,144.137864637622,6.0,16.125,16,21.0
2017-06-15,3,149.097950537212,3.0,22.75,6,21.0
2017-06-16,3,188.189995473921,5.0,17.375,20,21.0
2017-06-17,3,289.376417642361,0.0,20.125,15,0.0
2017-06-19,3,211.583246910582,1.0,25.375,7,0.0
2017-06-20,3,181.240683684111,0.0,20.75,12,0.0
2017-06-22,3,143.490671929285,3.0,20.25,10,95.0
2017-06-23,3,172.344413428855,7.0,17.25,14,61.0
2017-06-24,3,367.632769652741,6.0,17.875,19,61.0
2017-06-25,3,257.372454543866,7.0,17.25,16,20.0
2017-06-26,3,161.648694395923,3.0,17.375,16,21.0
2017-06-29,3,155.221902949467,7.0,17.875,8,61.0
2017-06-30,3,126.129236923882,7.0,14.875,11,63.0
2017-07-01,3,183.864255743189,7.0,17.625,10,21.0
2017-07-02,3,246.338419886437,7.0,17.125,18,21.0
2017-07-03,3,187.71776492446,7.0,18.625,14,95.0
2017-07-07,3,192.727972707754,5.0,20.625,7,61.0
2017-07-08,3,241.187433084311,4.0,20.625,16,21.0
2017-07-10,3,177.453927895789,7.0,17.5,6,61.0
2017-07-11,3,168.296001762297,6.0,19.875,11,95.0
2017-07-12,3,154.145230589462,7.0,14.75,12,61.0
2017-07-15,3,245.417481970711,7.0,18.75,10,21.0
2017-07-16,3,285.659838885549,8.0,17.375,9,61.0
2017-07-19,3,264.262174906022,1.0,22.5,13,0.0
2017-07-20,3,231.137564394634,7.0,21.5,5,61.0
2017-07-22,3,311.79730154225,7.0,18.5,9,63.0
2017-07-23,3,270.892805038016,6.0,19.375,12,61.0
2017-07-24,3,319.719249418743,7.0,18.75,10,21.0
2017-07-25,3,256.669227442759,7.0,16.25,16,63.0
2017-07-27,3,264.347742587261,6.0,19.5,10,61.0
2017-07-28,3,291.869109786323,6.0,18.125,17,61.0
2017-07-29,3,367.886160346572,5.0,19.625,11,61.0
2017-07-30,3,322.250156339845,5.0,24.0,11,61.0
2017-08-01,3,294.872700835774,6.0,21.375,7,21.0
2017-08-02,3,304.11610963943,5.0,21.375,8,61.0
2017-08-03,3,290.500488567803,7.0,20.125,10,95.0
2017-08-04,3,296.329975775803,6.0,19.625,18,21.0
2017-08-06,3,306.788962919757,3.0,18.5,13,21.0
2017-08-08,3,325.750887704869,6.0,23.0625,8,21.0
2017-08-09,3,294.987094993166,1.0,21.125,11,0.0
2017-08-11,3,231.41872971895,7.0,16.375,8,61.0
2017-08-12,3,293.212102250901,7.0,15.5625,8,61.0
2017-08-13,3,317.981827860432,4.0,17.825,11,21.0
2017-08-14,3,235.073505255603,1.0,18.6375,12,0.0
2017-08-16,3,223.342663387873,3.0,20.8625,8,0.0
2017-08-17,3,196.017526514133,5.0,21.8,10,63.0
2017-08-18,3,222.037173809602,6.0,19.6625,7,0.0
2017-08-19,3,237.468659429889,5.0,16.9375,11,63.0
2017-08-20,3,290.670880726839,6.0,16.0125,10,61.0
2017-08-21,3,206.04345319101,7.0,17.2,15,61.0
2017-08-23,3,217.364001604778,0.0,19.4375,9,5.0
2017-08-24,3,198.899809873781,3.0,19.4875,14,21.0
2017-08-26,3,252.88884904238,4.0,19.525,7,0.0
2017-08-27,3,213.994278660086,4.0,19.6625,13,21.0
2017-08-30,3,146.947497344114,6.0,20.0,11,61.0
2017-08-31,3,157.231550891196,7.0,14.8875,11,61.0
2017-09-01,3,123.595577334164,4.0,17.3,7,61.0
2017-09-02,3,195.478091509675,4.0,16.525,8,21.0
2017-09-03,3,230.466574878987,3.0,17.4,7,0.0
2017-09-04,3,125.119773338597,0.0,18.2875,10,0.0
2017-09-06,3,123.268914496336,7.0,18.2,17,63.0
2017-09-07,3,154.449485786392,5.0,17.2875,16,21.0
2017-09-08,3,125.296889622858,7.0,14.9375,10,61.0
2017-09-09,3,142.231964848552,7.0,15.025,9,61.0
2017-09-10,3,205.693152515455,2.0,17.65,11,0.0
2017-09-11,3,104.204339622872,3.0,17.8625,11,21.0
2017-09-12,3,117.496320653782,5.0,16.1,12,21.0
2017-09-13,3,114.818715199552,7.0,13.3375,20,63.0
2017-09-14,3,120.781746843667,7.0,13.2375,13,61.0
2017-09-15,3,129.764290585566,6.0,14.425,11,21.0
2017-09-16,3,193.022942501051,8.0,11.9125,6,61.0
2017-09-17,3,195.774732859287,7.0,15.25,7,61.0
2017-09-18,3,131.530895423782,2.0,15.075,4,0.0
2017-09-19,3,144.234841083315,5.0,14.3875,8,65.0
2017-09-20,3,115.927685099343,7.0,14.225,10,61.0
2017-09-21,3,108.826272548998,4.0,16.9625,7,10.0
2017-09-22,3,144.065633119975,1.0,15.5875,8,0.0
2017-09-23,3,195.24208410893,0.0,15.85,9,0.0
2017-09-24,3,168.835249992403,7.0,15.8125,9,53.0
2017-09-25,3,158.524062603881,6.0,16.225,15,21.0
2017-09-26,3,114.213523180779,7.0,15.725,12,10.0
2017-09-27,3,118.849058358723,7.0,16.575,10,61.0
2017-09-28,3,119.879433080393,7.0,15.1125,7,21.0
2017-09-29,3,113.025254908963,2.0,19.1,6,10.0
2017-09-30,3,199.168307941388,7.0,15.1125,6,61.0
2017-10-02,3,143.835940803814,6.0,15.15,13,61.0
2017-10-03,3,217.380094748713,5.0,14.2625,14,61.0
2017-10-06,3,182.509589084762,1.0,13.8875,13,3.0
2017-10-07,3,158.797795995899,7.0,10.65,10,61.0
2017-10-08,3,197.551472109883,0.0,12.025,12,5.0
2017-10-09,3,154.444133074439,5.0,12.475,8,20.0
2017-10-10,3,136.717885778752,7.0,14.05,9,63.0
2017-10-11,3,143.576179857152,7.0,14.6375,12,63.0
2017-10-12,3,129.59251192239,6.0,13.1875,24,21.0
2017-10-13,3,132.704804056338,6.0,14.1625,8,10.0
2017-10-14,3,182.698409922186,8.0,15.7625,12,61.0
2017-10-15,3,200.173958033241,2.0,17.8125,5,28.0
2017-10-16,3,145.289158357804,5.0,17.9375,7,10.0
2017-10-18,3,74.7107878746184,4.0,14.8125,6,0.0
2017-10-19,3,111.931942698069,6.0,14.85,9,10.0
2017-10-20,3,109.021173861092,7.0,14.175,6,61.0
2017-10-21,3,179.980745710425,7.0,13.0375,6,61.0
2017-10-22,3,159.184270234296,7.0,11.025,7,61.0
2017-10-24,3,168.714295010565,7.0,11.925,8,61.0
2017-10-25,3,99.2054913352785,7.0,14.225,16,61.0
2017-10-28,3,168.991639733113,7.0,11.2125,17,61.0
2017-10-29,3,181.682933849936,2.0,9.9,20,21.0
2017-11-09,3,90.82647031893,6.0,8.55,9,10.0
2017-11-10,3,90.0690509923345,7.0,7.5375,16,61.0
2017-11-11,3,95.0970588296583,5.0,5.2375,8,63.0
2017-11-12,3,189.814598224532,7.0,5.575,7,61.0
2017-11-13,3,93.6009966390014,2.0,5.9,9,10.0
2017-11-14,3,92.5813235522161,7.0,6.3875,11,61.0
2017-11-15,3,86.7894097211815,7.0,9.375,7,61.0
2017-11-16,3,80.8174993257215,8.0,8.8125,8,61.0
2017-11-17,3,67.8729502225083,3.0,7.725,10,21.0
2017-11-18,3,70.9150495424225,5.0,5.35,12,65.0
2017-11-19,3,128.591613398068,3.0,6.25,15,21.0
2017-11-21,3,75.6736891413681,7.0,4.9875,5,61.0
2017-11-22,3,77.5914895431634,7.0,10.6125,10,61.0
2017-11-23,3,83.7872041017695,7.0,12.225,16,61.0
2017-11-24,3,90.3427562419911,7.0,6.9875,8,61.0
2017-11-25,3,83.5571803293795,7.0,2.775,5,45.0
2017-11-26,3,145.539409678938,7.0,4.65,12,61.0
2017-11-27,3,91.2166369682366,7.0,4.5625,14,61.0
2017-11-28,3,95.6288353069938,7.0,5.4875,12,61.0
2017-11-29,3,91.7189243097624,7.0,4.225,6,61.0
2017-11-30,3,90.9905683178398,7.0,2.8125,4,10.0
2017-12-01,3,108.790843446546,6.0,4.3625,8,68.0
2017-12-02,3,127.405558719443,7.0,0.375,8,61.0
2017-12-03,3,172.878605046228,7.0,5.225,7,61.0
2017-12-05,3,85.3672468067668,7.0,8.65,17,21.0
2017-12-06,3,88.4459443650205,7.0,8.9,17,0.0
2017-12-07,3,88.7713968416023,8.0,5.7625,13,61.0
2017-12-08,3,88.682749091363,6.0,1.675,10,73.0
2017-12-09,3,128.712796006967,3.0,3.5125,10,61.0
2017-12-10,3,141.228429838865,7.0,0.9875,9,22.0
2017-12-11,3,66.8512773964215,8.0,2.2375,14,61.0
2017-12-12,3,80.2744096681127,7.0,1.55,12,68.0
2017-12-13,3,54.5606055292997,7.0,1.9875,12,69.0
2017-12-14,3,63.0266652939679,7.0,3.025,12,61.0
2017-12-15,3,78.2216501942594,7.0,3.0375,9,20.0
2017-12-16,3,142.53421738335,1.0,3.275,10,10.0
2017-12-17,3,159.686296935857,3.0,1.1375,7,10.0
2017-12-18,3,94.7737484393613,5.0,2.4625,6,10.0
2017-12-19,3,73.6343088065715,7.0,5.9125,7,20.0
2017-12-20,3,94.7967745101247,7.0,6.6375,6,20.0
2017-12-21,3,70.6773716770578,7.0,6.2375,10,21.0
2017-12-22,3,81.7267893179837,7.0,5.7625,9,10.0
2017-12-23,3,83.5676550722033,7.0,7.8,19,61.0
2017-12-24,3,187.967420125408,7.0,8.1125,16,61.0
2017-12-27,3,139.832220333738,7.0,4.6125,7,21.0
2017-12-28,3,105.138755478215,4.0,4.0875,11,61.0
2017-12-29,3,179.594235115059,5.0,2.8125,11,61.0
2017-12-30,3,151.571783733849,7.0,4.05,10,61.0
2017-12-31,3,179.50840678603,7.0,8.25,16,63.0
2018-01-02,3,150.502435605728,6.0,5.7,8,61.0
2018-01-03,3,115.430895275144,7.0,6.475,11,61.0
2018-01-04,3,102.512654812038,6.0,5.5125,7,61.0
2018-01-05,3,109.275993823143,8.0,4.325,10,61.0
2018-01-06,3,102.460375257105,7.0,3.1875,8,61.0
2018-01-08,3,66.6929702875401,1.0,0.9875,7,5.0
2018-01-09,3,82.6143785726371,4.0,3.1625,11,0.0
2018-01-10,3,72.3107709500424,6.0,4.0125,6,21.0
2018-01-11,3,75.9628544056125,7.0,3.8375,10,61.0
2018-01-12,3,75.5325871625342,7.0,2.275,10,10.0
2018-01-13,3,102.912437094458,8.0,1.275,8,10.0
2018-01-14,3,151.968858897758,1.0,0.325,8,5.0
2018-01-15,3,85.9256443890805,7.0,1.5625,12,61.0
2018-01-16,3,56.3093100492538,7.0,3.3625,9,61.0
2018-01-17,3,77.1881203768712,6.0,1.8125,10,61.0
2018-01-18,3,72.2532702611568,7.0,1.1625,17,73.0
2018-01-19,3,79.4912684505094,6.0,1.975,10,73.0
2018-01-20,3,86.0376499500436,8.0,1.75,7,61.0
2018-01-21,3,187.190402965026,6.0,-0.6125,3,49.0
2018-01-22,3,106.618252948229,7.0,0.675,7,77.0
2018-01-23,3,81.7299549683164,7.0,4.6625,7,61.0
2018-01-24,3,98.3309422420537,8.0,11.6,14,61.0
2018-01-25,3,81.1911029399639,7.0,7.95,9,21.0
2018-01-26,3,79.48711893513,6.0,5.9625,5,45.0
2018-01-27,3,104.368162476671,8.0,5.6375,9,10.0
2018-01-28,3,179.257190765101,6.0,7.6625,16,61.0
2018-01-29,3,82.9125750766826,7.0,7.55,21,63.0
2018-01-30,3,99.0350024655034,4.0,5.7375,15,10.0
2018-01-31,3,79.2163042576594,7.0,6.3,15,61.0
2018-02-01,3,92.8478148910384,7.0,3.5125,11,61.0
2018-02-02,3,103.70762060485,7.0,3.45,6,61.0
2018-02-03,3,114.506750856677,7.0,-1.1625,8,71.0
2018-02-04,3,148.452873371219,7.0,0.825,18,73.0
2018-02-05,3,112.122544509562,7.0,-0.2375,10,22.0
2018-02-06,3,81.2263029149462,1.0,-0.8625,5,10.0
2018-02-07,3,108.269493600282,0.0,-1.285714,4,5.0
2018-02-08,3,110.141051764801,0.0,-0.0125,6,5.0
2018-02-09,3,101.251865575012,1.0,-0.2625,7,10.0
2018-02-10,3,130.957351030206,1.0,0.5625,4,10.0
2018-02-11,3,154.482016342371,7.0,2.3375,11,75.0
2018-02-12,3,82.1518936627926,5.0,1.825,15,75.0
2018-02-13,3,111.74731105753,0.0,2.6875,7,10.0
2018-02-14,3,106.396868857362,0.0,2.95,8,5.0
2018-02-15,3,104.357564465154,7.0,0.675,11,73.0
2018-02-16,3,102.772794635868,5.0,4.8625,12,21.0
2018-02-17,3,115.932073516846,8.0,4.125,5,10.0
2018-02-18,3,164.32793564738,5.0,4.375,8,0.0
2018-02-19,3,93.9649515287712,5.0,4.9125,4,5.0
2018-02-20,3,120.468678363742,1.0,3.375,11,10.0
2018-02-21,3,101.209732738436,6.0,2.175,7,22.0
2018-02-22,3,75.8400483968089,7.0,1.1125,7,20.0
2018-02-23,3,100.964773001419,1.0,0.4375,12,5.0
2018-02-24,3,129.618921959432,6.0,0.125,15,71.0
2018-02-25,3,174.509606028217,7.0,-2.9625,14,71.0
2018-02-27,3,80.0520282741354,6.0,-3.425,16,71.0
2018-02-28,3,87.4021453051197,5.0,-6.1375,16,5.0
2018-03-01,3,97.7527293828083,6.0,-3.95,18,71.0
2018-03-02,3,105.959362504739,6.0,-4.9625,15,71.0
2018-03-03,3,117.066174787235,0.0,-3.4375,13,5.0
2018-03-04,3,152.846041550908,5.0,-2.3125,10,77.0
2018-03-05,3,89.9828037804588,5.0,5.9875,7,10.0
2018-03-06,3,109.14348273407,0.0,6.4,9,5.0
2018-03-07,3,58.9899135287265,7.0,1.1875,6,71.0
2018-03-08,3,83.2089936207836,5.0,4.4625,8,61.0
2018-03-09,3,97.9229466419983,7.0,4.45,13,61.0
2018-03-10,3,147.422385237539,8.0,3.4,10,63.0
2018-03-11,3,152.278241164361,5.0,11.475,7,45.0
2018-03-12,3,110.915535990158,7.0,6.5375,5,61.0
2018-03-13,3,102.435536654286,7.0,4.2625,12,61.0
2018-03-14,3,105.0879511471,8.0,3.2,8,21.0
2018-03-16,3,110.064680058323,7.0,0.2,28,22.0
2018-03-17,3,171.650294233054,5.0,-2.225,29,73.0
2018-03-18,3,218.278423946226,1.0,-0.825,23,5.0
2018-03-19,3,111.562496126809,0.0,2.3,8,5.0
2018-03-20,3,135.147672004628,0.0,4.2125,17,5.0
2018-03-21,3,120.866245259918,7.0,4.7,13,22.0
2018-03-22,3,81.2345737319614,8.0,5.7625,11,61.0
2018-03-23,3,98.8346334805017,8.0,4.425,5,22.0
2018-03-24,3,154.110947275411,7.0,7.125,4,5.0
2018-03-25,3,208.866499162987,7.0,7.625,6,0.0
2018-03-26,3,113.584723945565,7.0,5.0375,8,61.0
2018-03-27,3,134.758232554012,7.0,5.325,9,10.0
2018-03-28,3,142.200717815043,7.0,3.725,14,61.0
2018-03-29,3,266.201304515727,7.0,0.9,8,71.0
2018-04-01,3,197.338187512788,6.0,2.525,9,71.0
2018-04-02,3,177.680679602538,5.0,6.1,8,5.0
2018-04-03,3,134.195889670285,7.0,11.775,9,61.0
2018-04-04,3,149.720896578779,4.0,13.2125,9,61.0
2018-04-05,3,130.1869039827,7.0,8.6625,19,61.0
2018-04-06,3,89.1787904729072,1.0,9.9875,10,5.0
2018-04-07,3,159.814274148038,0.0,14.75,9,5.0
2018-04-08,3,168.643369475226,0.0,20.5,5,5.0
2018-04-09,3,125.791596759514,5.0,15.3125,9,5.0
2018-04-10,3,84.0497181533496,8.0,5.1625,21,10.0
2018-04-12,3,116.462621342462,5.0,7.975,19,5.0
2018-04-13,3,116.896382935008,6.0,8.7125,15,61.0
2018-04-14,3,161.090096394738,8.0,7.675,10,61.0
2018-04-15,3,186.885741611071,8.0,9.5375,7,61.0
2018-04-16,3,105.949717840042,2.0,13.875,8,63.0
2018-04-17,3,86.2289874951019,0.0,15.25,11,0.0
2018-04-18,3,107.558608889038,1.0,20.35,11,0.0
2018-04-19,3,103.383705990961,0.0,23.1125,5,0.0
2018-04-20,3,106.920285015064,0.0,24.375,13,0.0
2018-04-21,3,176.417147453327,1.0,15.6625,10,5.0
2018-04-22,3,199.765079950102,1.0,14.525,11,5.0
2018-04-23,3,101.819986447604,4.0,14.4,18,5.0
2018-04-24,3,85.091875213209,5.0,12.0875,21,61.0
2018-04-25,3,93.3246428158012,7.0,9.25,13,61.0
2018-04-26,3,122.068213454324,6.0,11.0875,18,61.0
2018-04-27,3,112.291104909384,5.0,13.0875,8,0.0
2018-04-28,3,137.327350130029,7.0,14.65,8,61.0
2018-04-29,3,179.139454299962,7.0,8.875,9,21.0
2018-04-30,3,127.919448209593,7.0,11.55,10,95.0
2018-05-02,3,133.16692373125,1.0,14.725,9,5.0
2018-05-03,3,118.845410091562,1.0,12.5,14,0.0
2018-05-04,3,114.107429476625,0.0,12.1875,10,5.0
2018-05-05,3,152.122844865004,0.0,14.75,9,5.0
2018-05-07,3,149.514220844308,0.0,20.825,11,0.0
2018-05-08,3,178.326054614077,0.0,22.3875,14,5.0
2018-05-10,3,213.620643844729,5.0,20.525,9,95.0
2018-05-12,3,287.096782778773,5.0,17.3375,10,0.0
2018-05-13,3,283.683773802826,2.0,17.25,12,10.0
2018-05-14,3,109.487563951608,0.0,18.8875,11,5.0
2018-05-15,3,128.242788342459,0.0,18.0,9,0.0
2018-05-16,3,117.19208049046,5.0,20.5625,13,21.0
2018-05-17,3,143.116719553358,3.0,15.2875,10,5.0
2018-05-18,3,128.828507929134,7.0,14.75,9,0.0
2018-05-19,3,223.624171765277,6.0,14.9125,8,0.0
2018-05-20,3,305.100783157298,0.0,18.9,13,5.0
2018-05-22,3,191.073379157625,0.0,20.325,13,5.0
2018-05-23,3,169.755098557206,0.0,20.1625,10,0.0
2018-05-24,3,211.514459288962,0.0,20.35,15,5.0
2018-05-25,3,247.21864973227,0.0,19.775,16,5.0
2018-05-26,3,311.407509119781,0.0,19.875,11,5.0
2018-05-27,3,311.204724522649,7.0,16.425,12,20.0
2018-05-28,3,162.439462643652,2.0,20.2125,10,5.0
2018-05-29,3,158.651320049942,0.0,23.4625,14,5.0
2018-05-30,3,160.3217968442,1.0,23.1875,11,17.0
